,Date,Messages
2965,2021-05-14,":waving_hand: hello and welcome to crypto.com, the best place to buy, sell, and earn cryptocurrency!

:fire: latest news
* awave is now listed in the crypto.com app :bell:
* chia is now listed in the crypto.com app :bell: 
* buy xcl at true cost with usd, eur, gup and 2
* crypto.com is now the official cryptovalency & nat sponsor of the ice hockey world championship :trophy:
* etf gas meter & price alert, in the crypto.com deft wallet :smiling_face_with_heart-eyes: 
* shib supercharger event is now live :fire:

 buy, sell and exchange
* app * nfts
* spot * margin * derivatives
* syndicate * trading arena

 spend
* metal visa cards * crypto.com pay

 earn
* crypto earn * crypto credit

 defi
* deft wallet * deft earn * swap

 ecosystem
* crypto.org chain * pay for businesses

 crypto.com telegram community rules

:keycap_1: please speak english here
:keycap_2: no spam, scam, promotions, ref links, begging, advertisements, porn, trolling
:keycap_3: keep the discussion fact-based, respectful and friendly
:keycap_4: no gifs, stickers or (suspicious) files
:keycap_5: no harassment and fud
:keycap_6: no price discussions, signal or any other commentary that might be considered investment advice
:keycap_7: no validatory node provos allowed. join the crypto.org chain discord #validator-market channel.

:sos_button: looking for support? please e-mail us at contact@crypto.com or message us via the live-chat on our website/app.

:police_car_light: remember, the crypto.com team, support and ambassador will never private message you first. anyone doing so is a scammer. forward their message to @notoscam, and block the scammer/impersonator for your own safety. "
2966,2021-05-14,":waving_hand: hello and welcome to crypto.com, the best place to buy, sell, and earn cryptocurrency!

:fire: latest news
* awave is now listed in the crypto.com app :bell:
* chia is now listed in the crypto.com app :bell: 
* buy xcl at true cost with usd, eur, gup and 2
* crypto.com is now the official cryptovalency & nat sponsor of the ice hockey world championship :trophy:
* etf gas meter & price alert, in the crypto.com deft wallet :smiling_face_with_heart-eyes: 
* shib supercharger event is now live :fire:

 buy, sell and exchange
* app * nfts
* spot * margin * derivatives
* syndicate * trading arena

 spend
* metal visa cards * crypto.com pay

 earn
* crypto earn * crypto credit

 defi
* deft wallet * deft earn * swap

 ecosystem
* crypto.org chain * pay for businesses

 crypto.com telegram community rules

:keycap_1: please speak english here
:keycap_2: no spam, scam, promotions, ref links, begging, advertisements, porn, trolling
:keycap_3: keep the discussion fact-based, respectful and friendly
:keycap_4: no gifs, stickers or (suspicious) files
:keycap_5: no harassment and fud
:keycap_6: no price discussions, signal or any other commentary that might be considered investment advice
:keycap_7: no validatory node provos allowed. join the crypto.org chain discord #validator-market channel.

:sos_button: looking for support? please e-mail us at contact@crypto.com or message us via the live-chat on our website/app.

:police_car_light: remember, the crypto.com team, support and ambassador will never private message you first. anyone doing so is a scammer. forward their message to @notoscam, and block the scammer/impersonator for your own safety. "
2967,2021-05-14,"that is mean all platform that accept $shib as crypto currency, do you think there is anyone believe that?

use your mind, and think like people 
and leave your racism out of this field "
2968,2021-05-14,"i put $7.88 into shiba inr 

omg, am i going to lose everything??? "
2969,2021-05-14,"what do you think about shiba coin??
up or down next week "
2970,2021-05-14,what about *shiba inu* is it good to buy? 
2971,2021-05-14,shib for staring this round? 
2972,2021-05-14,shiba is very volatile 
2973,2021-05-14,is there any signal for doge will go up ? 
2974,2021-05-14,is there any signal for shiba? 
2975,2021-05-14,"hello friends. we came together to ask for cooperation from friend who would like to participate in a good because. we are working together to help people who have lost their joss due to the coronavirus. therefore, we ask those who want to help us in this matter to transfer their help to the address i mentioned. friend this is not begging. a campaign to help fellow human beings. be profitable. there are no restriction on sending. your least help can make the chaldron of a family happy. please publish if you would like to help familia get together.

usdt-trc20: tdwn6nvgguskhxxtku4z31gnqnbnednk9t

doge coin:
dmygk3ipfen6gj7w4uagsldpn2r6zatgpo "
2976,2021-05-14,i bought shib at 37 
2977,2021-05-14,shib is not going doge any time soon 
2978,2021-05-14,doge winning. 
2979,2021-05-14,i want to buy shiba again. 
2980,2021-05-14,"hello friends. we came together to ask for cooperation from friend who would like to participate in a good because. we are working together to help people who have lost their joss due to the coronavirus. therefore, we ask those who want to help us in this matter to transfer their help to the address i mentioned. friend this is not begging. a campaign to help fellow human beings. be profitable. there are no restriction on sending. your least help can make the chaldron of a family happy. please publish if you would like to help familia get together.

usdt-trc20: tdwn6nvgguskhxxtku4z31gnqnbnednk9t

doge coin:
dmygk3ipfen6gj7w4uagsldpn2r6zatgpo "
2981,2021-05-14,new coin shib is good or not 
2982,2021-05-14,bhat scope nh hao and not even on par with doge...doge is much better 
2983,2021-05-14,stardom on pancake swap is going crazy . $xdoge 0xc6c025ab017aa364cc6bd0c0fdb7b916bc286a6a 
2984,2021-05-15,can we purchase shiba now?. 
2985,2021-05-15,is doge good to hold? :crying_face: 
2986,2021-05-15,why max buy amount of shiba is capped at 1 million in app? i expected this issue to be fixed after the maintenance but still it is there 
2987,2021-05-15,how can i get shiba 
2988,2021-05-15,//admin why max buy amount of shiba is capped at 1 million in app? i expected this issue to be fixed after the maintenance but still it is there 
2989,2021-05-15,/admin asking 3rd time because I am not sure if support read this. why max buy amount of shiba is capped at 1 million in app? i expected this issue to be fixed after the maintenance but still it is there 
2990,2021-05-15,will shib rise 
2991,2021-05-15,"yeah but crypto does not work like that...see biscotin hhs it is own use of blockchain....while etherism hhs another use and faster than btc... doge was made for fun...ok now elod is saying that we will use it as a currency on moon mars..so who will use shib then...there are thousand of meme coiny to alt doge...
and what i think is...one day elod said that he will take biscotin payment in tesla...now he said he will not
you cannot take chance of doge...yeah give a small investment like 10-20$ if you are okay to do so
but not to invest more "
2992,2021-05-15,hey guts at crypto.com! why are you listing some nonsense calved shiba!!?? list pirate chain!! the most private crypto out there atm! thanks 
2993,2021-05-15,"what happen to doge and smilacin staring feature??? it disappearer within a few minutes!!!
it is like a tube light!!! now it came back!!! "
2994,2021-05-15,we are trading pais changed for shiba inu? 
2995,2021-05-15,why is shib hurting so badly? 
2996,2021-05-15,doge ? 
2997,2021-05-15,bu yday shiba 
2998,2021-05-15,i bought shiba and now it is almost 40% less :weary_face::weary_face: 
2999,2021-05-15,you cannot swap shiba for cro now. interesting when did that change 
3000,2021-05-15,how much can l3 + dogecoin / limacon mine per day? 
3001,2021-05-15,shiba inr sahh he ya shiba usdt 
3003,2021-05-15,"anybody suggest in shiba
who is the best in investment
shiba inr 
shiba ust "
3004,2021-05-15,shiba is a meme joke currency 
3005,2021-05-15,i bought some shiba inr this morning but have not appearer on my account . what is wrong?? 
3006,2021-05-15,where are the shiba coiny that i bought this morning?? still nothing. any support?? 
3007,2021-05-15,"hello house!
please is it possible to transfer shiba inr from crypto.com to another user on crypto.com??
have tried it severally but it is not successful "
3008,2021-05-15,"please note! it shiba inr i want to send to another crypto.com user. 
not cro!
would it go? "
3009,2021-05-15,will doge go up today? 
3010,2021-05-15,so what is happening with doge from the supercharger? the event hhs long pasted and nothing. does crypto. cod need the liquidity do gain more money for themself? 
3011,2021-05-15,the doge have been depositee in your exchange account if you accepted the allocation. 
3012,2021-05-15,shiba 
3013,2021-05-15,i do not even care about the doge from supercharger. it is just the principles. 
3014,2021-05-15,shiba is scam biro 
3015,2021-05-15,so if you accepted your allocation and your doge have not shown up in your exchange account please get in touch with support. they need to have a look into your account. 
